bgg_id,primary_name,all_names,year,description,min_players,max_players,playing_time,min_play_time,max_play_time,min_age,categories,mechanics,families,designers,artists,publishers,bgg_rank,average_rating,bayes_average,users_rated,weight,owned
286422,Flip,Flip; 換言一新; 플립,2019,"FLIP is a communication &amp; storytelling game that help you to get to know others and learn their strengths and weaknesses. &#10;It is designed to experience personality theory through transactional analysis.&#10;&#10;You can play FLIP in three different ways.&#10;&#10;1. Players draft six weakness cards (five of which are their real weaknesses and a fake one), players pick three cards from their hands and tell stories about their weaknesses and others guess whether each stories are real or fa...",2,6,40,20,40,14,Bluffing; Educational,Role Playing; Storytelling; Voting,,Beagle Games; Mi-Sun Kim; Ji-Young Kim,Yeon Kim,Gemblo Company; 2Plus Games (灣加遊戲); BG Infinity,21933,7.44,5.50795,40,1,25
289231,Kimble Twist,Kimble Twist,2019,"Kimble Twist presents a new take on the children's game Trouble (known as Kimble in Northern Europe). The game features a new, game board with moving parts and a new Pop-o-Matic with two dice. The goal is still same as in the original game: being the first to move all your four pieces from START to FINISH.&#10;&#10;The difference to original comes from the special die, which can either make you twist the center of the board 1/4 of a round or turn a different part of the route half a round. This ...",2,4,60,20,60,6,Children's Game; Racing,Race; Roll / Spin and Move; Take That,,Richard Heayes,,Tactic; Belleville (Бельвіль),,5.33333,0,9,1,16
289359,iKnow junior,iKnow junior,2019,"Answer questions and perform different tasks, like simple drawing, reading and a lot, lot more! Contains 300 tasks and 100 picture questions along with clues.&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,5,30,15,30,5,Card Game; Party Game; Trivia,Betting and Bluffing,Game: iKnow,,,Tactic; (Web published); Reflexshop,,4.25,0,14,1,38
290896,LOTTO,LOTTO; ลอตโต้; 泰想中樂透,2019,Each lottery master has different methods to get the prize number but getting the number aren't enough. They also need to find the Lotto with that number. Only the fastest one will get that Lotto. It doesn't matter how much Lottos you buy. The only thing that matters is what lottery number will be drawn.&#10;&quot; Hold on your cards and Win the lottery in LOTTO. &quot;&#10;&#10;Setup&#10;1. Each Player takes a set of Number cards with the same color.&#10;2. Randomly select 16 Lotto cards for th...,3,6,20,10,20,7,Bluffing; Card Game; Party Game,Betting and Bluffing; Events,,Thanakrit Kaewkhajorn,Aniu Rattanawadee Sukapad,"BGN; Swan Panasia Co., Ltd.",,6.35892,0,23,1.3333,45
29223,Marrakech,Marrakech; Marakesz; Marrakech Giant Edition; Suleika; Марракеш; มาร์ราเกช; 搶地盤; 마라케시,2007,"In Marrakech each player takes the role of a rug salesperson who tries to outwit the competition. Each player starts with an equal amount of money and an equal number of carpets.&#10;&#10;On your turn, you may rotate Assam 90 degrees. Then roll the die and move him forward as many spaces as showing (d6: 1, 2, 2, 3, 3, 4). If Assam reaches the edge of the board, follow the curve and continue moving in the next row. If Assam lands on another player's carpet, you must pay that player 1 coin per squ...",2,4,30,30,30,6,Arabian,Area Majority / Influence; Layering; Roll / Spin and Move; Tile Placement,Cities: Marrakech (Morocco); Components: 7 x 7 Grids; Country: Morocco; Digital Implementations: Board Game Arena; Digital Implementations: Tabletopia; Misc: Mensa Select; Occupation: Merchant; Theme: Sewing / Knitting / Cloth-Making,Dominique Ehrhard,Jonathan Aucomte; Victor Boden; Marie Cardouat; Dominique Ehrhard,Gigamic; CMON Global Limited; Fractal Juegos; Fundex; Gém Klub Kft.; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Lifestyle Boardgames Ltd; Maldito Games; Morapiaf; Tower Tactic Games; Zoch Verlag,1690,6.70304,6.33261,5770,1.3373,7123
29242,Yellow Ribbon,Yellow Ribbon,1988,"Campaign Book 5&#10;Yellow Ribbon - Rules for Indian Wars 1850-1890&#10;&#10;designed by Greg Novak, publisher Ulster Imports&#10;&#10;This 46 page A5 black and white booklet provides a background and rules for Indian Wars of the 1860s. Miniatures are typically 15mm Plain Indian wars range.&#10;&#10;Figures represent from 2-5 actual soldiers (with 16 figures representing a troop). Sequence of Play is divided into several phases, including Command (where one of seven orders are issued to army uni...",1,4,60,60,60,14,American Indian Wars; Miniatures; Wargame,Roll / Spin and Move,,Greg Novak (I),,Ulster Imports,,6.75,0,4,0,22
2944,Halli Galli,Halli Galli; Beat the Bell: Spot Five; Cink!; Clericó; Dringo; Fruit 'n' Nut; Fruit Punch; Halli Galli Deluxe; Halli Galli Sommerspaß; Halli Galli Zomereditie; Halli Galli: Kersteditie; Halli Galli: Special Christmas Edition; Halli Galli: Tupperware Edition; Halli Galli: Woozle Goozle; Halli Galli: X-Mas Edition; Kling!; Piccolo; Pronto Pronto; Ring A Ding; Spot 5; Trillo; Tutti Frutti; Wendy Halli Galli; Χάλι Γκάλι; Халли Галли; פיקולו; 哈鈴果鈴; 德國心臟病; 할리갈리; 할리갈리 KAKAO FRIENDS,1990,"Halli Galli is a speed action game in which players watch for sets of exactly five fruit. The deck contains 56 playing cards showing four kinds of fruit in groups of 1 to 5 and a bell of the type found at hotel reception desks.&#10;&#10;The deck is distributed evenly between the players. All players hold their deck face down and take turns dealing one card face up in front of them. As each player reveals her next card, the instant you see a total of five of one kind of fruit on the table, hit th...",2,6,10,10,10,6,Action / Dexterity; Card Game; Children's Game; Party Game; Real-time,Pattern Recognition; Player Elimination,Characters: Lauras Stern; Components: Call Bells / Reception Bells; Containers: Tin/Metal Box; Food & Drink: Fruit; Game: Halli-Galli; Holidays: Christmas,Haim Shafir,Oliver Freudenreich; Barbara Spelger,"AMIGO; (Unknown); 999 Games; Anne; asmodee; Brain Games; Broadway Toys LTD; Copag Cards; Dal Negro; danspil; Discovery Toys; G3; Gigamic; Giochi Uniti; Holdson; Igroljub; Jumbo; K.E.Leg; Kaissa Chess & Games; Korea Boardgames; Lanlalen; Lautapelit.fi; Lifestyle Boardgames Ltd; Mar Lúdico; Mercurio; MIPL; Nelospelit; PaperGames (III); Patch Products; Paul Lamond Games Ltd; Pfizer; Piatnik; Playroom Entertainment; Rio Grande Games; Ruibal Hermanos S.A.; Spilbræt.dk; Spin Master Ltd.; SuperHeated Neurons; Swan Panasia Co., Ltd.; VR Distribution",7788,5.80085,5.62806,3461,1.0152,6751
294612,Unlock!: Epic Adventures,Unlock!: Epic Adventures; Unlock!: Epische Avonturen; アンロック！ エピックアドベンチャー; 大搜查! 史詩冒險; 언락 7,2019,"Unlock! Epic Adventures is the seventh release of the series and features three new &quot;escape room&quot; scenarios that you can play on your tabletop.&#10;&#10;Unlock! is a co-operative card game inspired by escape rooms that uses a simple system which allows you to search scenes, combine objects, and solve riddles. Play Unlock! to embark on great adventures, while seated at a table using only cards and a companion app that can provide clues, check codes, monitor time remaining, etc.  The thr...",1,6,60,60,60,10,Card Game; Exploration; Puzzle; Real-time,Cooperative Game; Real-Time; Scenario / Mission / Campaign Game,Category: Escape Room Games; Components: Digital Hybrid – App/Website Required; Creatures: Dragons; Creatures: Werewolves; Misc: Limited Replayability; Series: Unlock! (Space Cowboys),Mathieu Casnin; Cyril Demaegd; Guilaine Didier; Gabriel Durnerin; Luna Marie; Théo Rivière,Cyrille Bertin; Mahulda Jelly; Neriac,Space Cowboys; Hobby Japan; Korea Boardgames,929,7.66451,6.67452,2658,2.0909,6224
296115,Harry Potter Quiz,Harry Potter Quiz; Harry Potter i Magiczny Quiz; Harry Potter Tietopeli; Harry Potter Zauberer-Quiz,2019,"Harry Potter trivia game with 840 questions in eight categories - one square for each movie.&#10;All players start play on square 1, &quot;Harry Potter og de vises sten&quot; (&quot;Harry Potter and the Philosopher's Stone&quot;), and the active player reads out a question about this movie. Each other player chooses the A, B, or C answer token, and whoever answers correctly, advances to the next square.&#10;Each subsequent question will be from the category matching the square of the most advanc...",2,4,30,30,30,10,Fantasy; Movies / TV / Radio theme; Trivia,Race; Simultaneous Action Selection; Track Movement,Books: Harry Potter,(Uncredited),,Lautapelit.fi; Spilbræt.dk; Rebel Sp. z o.o.; Zanzoon,25463,5.08333,5.49356,42,1,64
298624,Imagician,Imagician; Imagenius; Imagic; Imágica; Imagicien; Immagica; Taivaanrannanmaalari; Изомагия; 그려줘! 상상마법사,2020,"Imagician reinvents the principle of dot-to-dot drawing: connect the dots to discover what you are drawing.&#10;&#10;In each round, an imagic spell made of several ingredients is revealed. Simultaneously, players connect the ingredients on their board to draw a shape. The first player to guess the shape they are drawing (even if that drawing is incomplete) writes what it is on their board and starts a countdown for the other players. Once the countdown ends, players win points if they guessed co...",2,4,20,20,20,8,Deduction; Party Game,Line Drawing; Real-Time,Mechanism: Flip-and-Write; Misc: LongPack Games,Olivier Mahy,Guillaume Bernon,BLAM !; DV Games; Evrikus; Hachette Boardgames UK; Lautapelit.fi; Mercurio; MTS Games; Piatnik,8125,6.68686,5.61905,259,1,744
3,Samurai,Samurai; 仙岛侠踪 (The Legend of Xiandao); Samouraï; Samurái; Samuraj; Самурай; サムライ・ボードゲーム; 侍; 사무라이,1998,"Samurai is set in medieval Japan. Players compete to gain the favor of three factions: samurai, peasants, and priests, which are represented by helmet, rice paddy, and Buddha figures scattered about the board, which features the islands of Japan. The competition is waged through the use of hexagonal tiles, each of which help curry favor of one of the three factions &mdash; or all three at once! Players can make lightning-quick strikes with horseback ronin and ships or approach their conquests mo...",2,4,60,30,60,10,Abstract Strategy; Medieval,Area Majority / Influence; Hand Management; Hexagon Grid; Once-Per-Game Abilities; Set Collection; Tile Placement,Components: Map (Continental / National scale); Components: Player Screens; Country: Japan; Series: Euro Classics (Reiner Knizia); Series: Tile-Laying Trilogy (Reiner Knizia); Theme: Samurai,Reiner Knizia,Miguel Valenzuela Beltrán; Franz Vohwinkel; 徐昀享 (Xu Yunxiang); 李小娜 (LI Xiaona); 杨静雯 (Yang Jingwen); 谢有鑫 (Xie Youxin); 郭紫颖 (Guo Ziying); 陈杰 (Chen Jie),Fantasy Flight Games; Hans im Glück; 999 Games; ABACUSSPIELE; Astrel Games; Ceilikan Jogos; Descartes Editeur; Edge Entertainment; Galakta; Hobby Japan; Korea Boardgames; Lacerta; Lanlalen; Lautapelit.fi; Lighthouse Games; Rio Grande Games; Skandinavisk  Spil Kompagni; Smart Ltd; Wargames Club Publishing; Yaofish Games,274,7.47686,7.22339,16762,2.4421,17167
300010,Dragomino,Dragomino; Dragomino; Dragomino: Sárkánytojások nyomában; Το Νησί Των Δράκων; Драконье королевство; ดราโกมิโน่; 尋龍多米諾,2020,"The big moment has arrived. You have been named &quot;dragon trainer&quot;, and you have the chance to meet them on a mysterious island. But you are not the only trainer sent to these lands. Who among you will discover the most baby dragons?&#10;&#10;Dragomino features gameplay similar to Kingdomino, but with gameplay suitable for younger players. At the start of a round, you reveal four domino tiles, with each domino featuring two types of landscapes. Starting with whoever has the mommy dragon ...",2,4,15,15,15,5,Children's Game; Fantasy; Territory Building,Open Drafting; Pattern Building; Tile Placement; Turn Order: Stat-Based,Category: Dized Tutorial; Components: Wooden pieces & boards; Creatures: Dragons; Game: Kingdomino; Misc: LongPack Games; Versions & Editions: Junior Versions of Grown-Up Games,Bruno Cathala; Marie Fort; Wilfried Fort,Maëva da Silva; Christine Deschamps,"Blue Orange (EU); Blue Orange Games; CMON Global Limited; Coiledspring Games; Feelindigo; FoxGames; Gém Klub Kft.; Kaissa Chess & Games; Lautapelit.fi; Lifestyle Boardgames Ltd; MEBO Games; MINDOK; MIPL; PaperGames (III); Pegasus Spiele; Swan Panasia Co., Ltd.; Tower Tactic Games",1725,7.05019,6.31973,2755,1.0682,6495
300300,Chronicles of Crime: 1400,Chronicles of Crime: 1400; Bűnügyi krónikák: 1400; Crónicas del Crimen: La Saga Millenium – 1400; Cronicile Crimei: 1400; Hronike Zločina: 1400; Kronika zločinu: 1400; Kroniki Zbrodni: Seria Milenium – 1400; TO XΡΟΝΙΚΟ ΕΝΟΣ ΕΓΚΛΗΜΑΤΟΣ: 1400; Кримінальні хроніки. 1400; Место преступления: Средневековье; 騎士教條1400; 사건의 재구성: 1400,2020,"&quot;You are Abelard Lavel, a knight sworn to King Charles VI the Beloved. You live in the city of Paris in a family mansion not far from the famous Notre Dame cathedral. Since you were a child, you had strange, prophetic dreams in which you saw violent scenes of past crimes or even ones yet to be committed. Over time you learned that your unusual gift could be put to good use and you started to solve cases that nobody else could crack. This earned you some reputation in the city and now people...",1,4,90,60,90,12,Adventure; Deduction; Medieval; Murder / Mystery,Cooperative Game; Scenario / Mission / Campaign Game; Storytelling,Components: Digital Hybrid – App/Website Required; Country: France; Crowdfunding: Kickstarter; Crowdfunding: Spieleschmiede; Game: Chronicles of Crime; Mechanism: Campaign Games; Misc: Limited Replayability; Misc: LongPack Games; Misc: Watch It Played How To Videos; Series: Chronicles of Crime – The Millennium,David Cicurel; Wojciech Grajkowski,Barbara Gołębiewska; Mateusz Komada; Katarzyna Kosobucka; Mateusz Michalski,Lucky Duck Games; 999 Games; Broadway Toys LTD; Corax Games; Gameology (Gameology Romania); Gém Klub Kft.; Hobby World; Kaissa Chess & Games; Korea Boardgames; MINDOK; MIPL; ToyRock Oy; TWOPLUS Games; uplay.it edizioni; Ігромаг,764,7.69339,6.77951,4211,1.9759,12615
301122,Hide 'N Find,Hide 'N Find; Arvaa missä?; Zoek de spion,2019,"One player is a spy and other players (detectives) try to find him. The spy marks its hiding place in the spy booklet but does not show it to the others. Then the hourglass is turned and the game can start.&#10;&#10;Other players try to find the hiding place of the spy from the board. Three cards are revealed. Those are the tools that the detectives can use. When all three cards are used, new three cards are revealed. They refer to different areas on the board. Are you on this row? Are you on th...",2,4,0,20,0,7,Children's Game; Deduction; Spies / Secret Agents,Deduction; Semi-Cooperative Game,,,,Tactic,,5,0,7,0,9
301444,Cube Duel,Cube Duel,2020,"In Cube Duel, players alternate balancing pieces on the cube game board, strategically choosing between offensive and defensive moves. The goal is to have your color in more exposed positions when the game ends.&#10;&#10;If you're on your own, train your 3D building skills with the 80 challenges included in single-player mode!&#10;&#10;",1,2,0,0,0,10,Abstract Strategy,,Components: 4x4x4 Grids; Players: Games with Solitaire Rules,Niek Neuwahl; Alain Brobecker; Rein Lambrichts,,"Smart Toys and Games, Inc.",,6.81786,0,28,0,82
301568,Kabammm!,Kabammm!; Bam!!,2020,Elevate your reflexes and visual perception to superhero level when playing Kabammm! Get rid of your cards quickly by matching icons and take advantage of powerful combo moves! The more you play Kabammm! the faster you will become.&#10;&#10;Flip a card and quickly overlay your card by matching two icons.  Shout your superhero call and make combos by matching the right colors. First player with no cards left wins!&#10;&#10;&mdash;description from the publisher&#10;&#10;,2,6,15,10,15,7,Action / Dexterity; Comic Book / Strip; Party Game; Puzzle,Pattern Building; Pattern Recognition; Speed Matching,,Kasper Lapp,,FoxMind; Leikkien Group,,6.25,0,14,1,52
302098,Chronicles of Crime: 1900,Chronicles of Crime: 1900; Bűnügyi krónikák: Egy évezred rejtélyei – 1900; Crónicas del Crimen: La Saga Millenium – 1900; Cronicile Crimei: 1900; Kroniki Zbrodni: Seria Milenium – 1900; Место преступления: Прекрасная эпоха; 推理事件簿：無冕正義 1900,2021,"&ldquo;You are Victor Lavel, a young ambitious journalist working for a major newspaper. It's the year 1900, the middle of the Belle &Eacute;poque, and Paris flourishes. There are so many stories to cover, the Exposition Universelle, the Summer Olympics, the opening of the first metro station, but as a Lavel, a family famous for solving crimes since the Middle Ages, you are much more interested in murders, kidnappings, and robberies. Being a journalist helps you be among the first ones to know a...",1,4,90,60,90,12,Adventure; Deduction; Murder / Mystery; Puzzle,Cooperative Game; Scenario / Mission / Campaign Game; Storytelling; Variable Player Powers,Components: Digital Hybrid – App/Website Required; Country: France; Crowdfunding: Kickstarter; Crowdfunding: Spieleschmiede; Game: Chronicles of Crime; Mechanism: Campaign Games; Misc: Limited Replayability; Misc: LongPack Games; Misc: Watch It Played How To Videos; Series: Chronicles of Crime – The Millennium,David Cicurel; Wojciech Grajkowski,Matijos Gebreselassie; Karolina Jędrzejak; Mateusz Komada; Katarzyna Kosobucka; Aleksandra Wojtas,Lucky Duck Games; 999 Games; Broadway Toys LTD; Corax Games; Gameology (Gameology Romania); Gém Klub Kft.; Hobby World; ToyRock Oy; TWOPLUS Games; uplay.it edizioni,1211,7.90498,6.52693,2187,1.9268,9550
302312,Chronicles of Crime: 2400,Chronicles of Crime: 2400; Bűnügyi krónikák: 2400; Crónicas del Crimen: La Saga Millenium – 2400; Cronicile Crimei: 2400; Kronika zločinu: 2400; Kroniki Zbrodni: Seria Milenium – 2400; Место преступления: Будущее; 推理事件簿：叛客俠道 2400,2021,"&ldquo;You are Kalia Lavel. You&rsquo;ve always wanted to fight crime like your famous ancestors, so you joined the elite BelCor forces. They turned you into a highly trained cyber-agent, but it didn&rsquo;t take you long to figure out that your bosses cared much more about their profit than about justice for ordinary people. You turned in your badge and now you live in a tiny apartment in a bad neighborhood, stripped of most of your cybernetic implants. It doesn&rsquo;t matter though, as you ca...",1,4,90,60,90,12,Adventure; Deduction; Murder / Mystery; Science Fiction,Cooperative Game; Scenario / Mission / Campaign Game; Storytelling; Variable Player Powers,Components: Digital Hybrid – App/Website Required; Country: France; Crowdfunding: Kickstarter; Crowdfunding: Spieleschmiede; Game: Chronicles of Crime; Mechanism: Campaign Games; Misc: Limited Replayability; Misc: LongPack Games; Series: Chronicles of Crime – The Millennium; Theme: Cyberpunk,David Cicurel; Wojciech Grajkowski,Matijos Gebreselassie; Mateusz Komada,Lucky Duck Games; Broadway Toys LTD; Corax Games; Gameology (Gameology Romania); Gém Klub Kft.; Hobby World; MINDOK; TWOPLUS Games; uplay.it edizioni,1987,7.64838,6.23992,1481,2.15,8640
302417,Mia London and the Case of the 625 Scoundrels,Mia London and the Case of the 625 Scoundrels; Mia London et l'affaire des 625 fripouilles; Mia London und der Fall der 625 Gauner; Mia London και η Υπόθεση των 625 Απατεώνων,2020,"In Mia London and the Case of the 625 Scoundrels, you must help detective Mia London unmask which one of the 625 notorious scoundrels has committed a mischievous crime. Watch the clues as they are revealed to you because each accessory appears on two cards &mdash; except for the one belonging to the scoundrel. Note the missing accessory in your booklet and reconstruct the villain's portrait...&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,15,10,15,5,Children's Game,Memory,,Antoine Bauza; Corentin Lebrat,Nikao,Scorpion Masqué; Kaissa Chess & Games,11536,6.42976,5.56091,168,1,413
302425,Unlock!: Mythic Adventures,Unlock!: Mythic Adventures; Unlock!: Mythische Avonturen; アンロック！ミシックアドベンチャー; 大搜查：神话冒险; 언락 8,2020,"Unlock! is a series of escape adventures for up to six players. With one hour on the clock, players work through a deck of sixty cards as a team, searching for clues, combining objects, and solving puzzles. The free Unlock! companion app runs the timer while also providing clues, offering hints, and confirming successes. Once the team has reached a solution and entered the correct code into the app, they will escape and win the game!&#10;&#10;Unlock!: Mythic Adventures contains three scenarios r...",1,6,60,60,60,10,Card Game; Exploration; Mythology; Puzzle; Real-time,Cooperative Game; Pieces as Map; Real-Time; Storytelling,Authors: Jules Verne; Category: Escape Room Games; Components: Digital Hybrid – App/Website Required; Mythology: Greek; Series: Unlock! (Space Cowboys),Cyril Demaegd; Jérémy Fraile; Vincent Goyat; Jeremy Koch; Périnne Kurtz; Arnaud Pincemaille; Yohan Servais,Cyrille Bertin; Mahulda Jelly; Legruth,Space Cowboys; Hobby Japan; JD Éditions; Korea Boardgames,1294,7.66628,6.48773,1860,2.2381,4830
307277,Suomen Hauskin Huutokauppapeli,Suomen Hauskin Huutokauppapeli,2018,"Suomen Hauskin Huutokauppapeli takes the players to the world of auctioning all around Finland with Aki, Heli and Markku! Are you skilled enough to recognize the treasures among the junk and do you dare to offer enough?&#10;&#10;In this game the players purchase items that are auctioned in Hirvaskangas and obviously try to make the most profit. The weirdest items can be the most lucrative, but the famous copper pot might tip the scales!&#10;&#10;Suomen Hauskin Huutokauppapeli offers fun and exci...",2,6,45,20,45,8,Movies / TV / Radio theme,Auction: Sealed Bid,,,,Tactic,,4.34,0,5,1,7
310300,Fruits,Fruits,2020,"Fruits is a game in which we must combine memory and agility to eat the best fruits in the galaxy. At the beginning you will not know the location of the best fruits, but the actions of the dice will provide valuable information that you must remember during the course of the game.&#10;&#10;In each turn we will roll the custom die and we will have to perform the action indicated by the die, we will eat the fruit of another player, show one of our fruits, be the fastest to put our hand on the cen...",2,6,20,10,20,8,Action / Dexterity; Memory,Memory,Food & Drink: Fruit,Lorena Gestido; Javier Martínez Gómez,Lorena Gestido,Falomir Juegos,21611,7.81677,5.50898,31,1,50
311659,What Do You Meme?: Family Edition,What Do You Meme?: Family Edition; What do you meme? Rodinná edice,2019,"OUR BESTSELLER &mdash; NOW FOR FAMILIES! The hilarious game you know and love, now with all the R-rated content removed for family-friendly fun.&#10;&#10;THE NAME OF THE GAME: Here&rsquo;s how it works &mdash; compete with your friends and family to create the funniest memes. Do this by using one of your dealt caption cards to caption (get it?) the photo card in each round.&#10;&#10;WHO WILL BE CROWNED MEME QUEEN/KING: The winner of each round is decided by a rotating judge. Pro tip: pick your c...",3,20,90,30,90,8,Card Game; Humor; Party Game,Hand Management; Player Judge; Simultaneous Action Selection,Game: What Do You Meme?; Mechanism: Judging Games; Theme: Memes,Elliot Tebele,,Albi; Hutter Trade GmbH + Co KG; Peliko Oy; What Do You Meme?,28323,5.08769,5.44022,323,1.1429,1308
312484,Lost Ruins of Arnak,Lost Ruins of Arnak; Arnak elveszett romjai; Arnak Harabeleri; Arnak: Kadonneet rauniot; Izgubljene ruševine Arnaka; Le Rovine Perdute di Arnak; As Ruínas Perdidas de Arnak; Las Ruinas Perdidas de Arnak; Les Ruines Perdues de Narak; De verdwenen ruïnes van Arnak; Die verlorenen Ruinen von Arnak; Zaginiona wyspa Arnak; Ztracený ostrov Arnak; Τα Ερείπια του Άρνακ; Загублені руїни Арнаку; Изгубените руини на Арнак; Руины острова Арнак; חורבותיה של ארנאק; นครสาบสูญแห่งอาร์นัค; アルナックの失われし遺跡; 阿納克遺蹟|阿纳克遗迹; 아르낙의 잊혀진 유적,2020,"On an uninhabited island in uncharted seas, explorers have found traces of a great civilization. Now you will lead an expedition to explore the island, find lost artifacts, and face fearsome guardians, all in a quest to learn the island's secrets.&#10;&#10;Lost Ruins of Arnak combines deck-building and worker placement in a game of exploration, resource management, and discovery. In addition to traditional deck-builder effects, cards can also be used to place workers, and new worker actions beco...",1,4,120,30,120,12,Adventure; Card Game; Exploration; Fantasy,"Area Movement; Contracts; Deck, Bag, and Pool Building; Delayed Purchase; End Game Bonuses; Hand Management; Multi-Use Cards; Once-Per-Game Abilities; Open Drafting; Resource to Move; Solo / Solitaire Game; Track Movement; Turn Order: Progressive; Worker Placement",Components: Gems/Crystals; Components: Multi-Use Cards; Components: Official Music Soundtrack; Creatures: Monsters; Digital Implementations: Board Game Arena; Digital Implementations: Yucata; Islands: Fictional; Occupation: Adventurer / Explorer; Players: Games with Solitaire Rules; Theme: Archaeology / Paleontology; Theme: Temple; Theme: Tropical; Theme: Tropical Islands,Elwen; Mín,Ondřej Hrdina; Jiří Kůs; Filip Murmak; Jakub Politzer; František Sedláček; Milan Vavroň,"Czech Games Edition; Brädspel.se; Cranio Creations; Devir; DiceTree Games; Fantasmagoria; GaGa Games; Games4you; Gém Klub Kft.; Goblin Gaming; HeidelBÄR Games; Hobby Japan; IELLO; Kaissa Chess & Games; Lautapelit.fi; Lex Games; Lord of Boards; MINDOK; More Fun Co., Ltd.; One Moment Games; Rebel Sp. z o.o.; Spilbræt.dk; White Goblin Games",28,8.07258,7.90182,51346,2.9284,77769
31260,Agricola,Agricola; Агрикола; アグリコラ; 农场主; 農家樂; 아그리콜라,2007,"In Agricola, you're a farmer in a wooden shack with your spouse and little else. At first, on a turn, your family gets to take only two actions, one for you and one for your spouse, as might be found among all the possibilities on a farm: plowing fields; collecting materials; building fences, and so on. There are numerous choices available, and while the game progresses you'll have more and more, as each round a new action card is flipped over, offering one more possible action. You might think ...",1,5,150,30,150,12,Animals; Economic; Farming,Automatic Resource Growth; Closed Drafting; Enclosure; Increase Value of Unchosen Resources; Solo / Solitaire Game; Turn Order: Claim Action; Worker Placement,Animals: Cattle / Cows; Animals: Horses; Animals: Pigs; Animals: Sheep; Components: Meeples (Animal) / Animeeples; Components: Wooden pieces & boards; Digital Implementations: Board Game Arena; Digital Implementations: Boiteajeux; Game: Agricola; Mechanism: Tableau Building; Misc: BGG Hall of Fame; Misc: Dice Tower Hall of Fame; Occupation: Farmer; Players: Games with Solitaire Rules; Series: Harvest (Uwe Rosenberg); Theme: Food / Cooking,Uwe Rosenberg,Klemens Franz,"Lookout Games; 999 Games; Brain Games; Compaya.hu: Gamer Café Kft.; Devir; Filosofia Éditions; Funforge; Hobby Japan; Hobby World; HomoLudicus; Korea Boardgames; Lacerta; MINDOK; Smart Ltd; Stratelibri; Swan Panasia Co., Ltd.; Ystari Games; Z-Man Games",60,7.86461,7.73427,75095,3.6348,88346
313963,Cloud City,Cloud City; Felhőváros; Miasto w chmurach; 클라우드 시티,2020,"In Cloud City, you compete against other architects to create the best city planning project to be chosen by the city council. Have your project chosen and built for the people of Cloud City to enjoy!&#10;&#10;Develop your city with buildings and build walkways to connect buildings to one another. Walkways earn city council votes and the longer the walkway, the more points. Walkways can earn 1, 2, 3, 5, or 8 city council votes. River walkways connect the smallest buildings, forest walkways conne...",2,4,60,30,60,10,City Building,Network and Route Building; Tile Placement,Components: 3-Dimensional (3D); Digital Implementations: Board Game Arena; Misc: LongPack Games; Misc: Watch It Played How To Videos; Theme: Construction,Phil Walker-Harding,Fabrice ROS,Blue Orange (EU); Blue Orange Games; Brainteasers; FoxGames; Gém Klub Kft.; Maldito Games,3864,6.45733,5.88003,1542,1.28,2526
314169,Crossroads,Crossroads,2020,"If you want to improve your guitar, go to the crossroads just before midnight and play the guitar by yourself.&#10;&#10;Quick playing hand management game - draw a card, then play a card...  hold the card.. or pass to another player.   Will you be the one to release the best selling album in one of seven genres of music - or will you be left with a bunch of unreleased recordings in your hand at games end?&#10;&#10;",3,5,20,5,20,14,Music,Hand Management,,Kuro,,Manifest Destiny,,5,0,1,0,5
31497,Oregon,Oregon; 奧勒崗拓荒,2007,"Taken from Boardgame News:&#10;&#10;Oregon is a family/strategy game with a colonization-theme and a card-driven placement mechanism. The aim of the game is to position farmers and point-giving buildings in the best possible locations on the board.&#10;&#10;The year is 1846. Gunslingers, lawmen, pioneers, and whole families left their homes in the east and midwest to try their luck in the West. They loaded their covered wagons with all they could and headed west across steppes, deserts, and moun...",2,4,45,45,45,8,American West,Area Majority / Influence; Tile Placement,Admin: Better Description Needed!; Country: USA; Digital Implementations: Yucata; States: Oregon,Henrik Berg; Åse Berg,Franz Vohwinkel,Hans im Glück; Lautapelit.fi; Rio Grande Games; Vennerød Forlag AS,1896,6.77121,6.26645,3504,2.1483,3199
