id,title,alternativeTitles,year,publicationDates,humanReadablePublicationDates,languages,originalLanguages,authors,publishers,summary,genres,subjects,playingTimes,targetAudienceNotes,physicalDescriptions,bgg_id,bgg_primary_name,bgg_all_names,bgg_year,bgg_description,bgg_min_players,bgg_max_players,bgg_playing_time,bgg_min_age,bgg_categories,bgg_mechanics,bgg_designers,bgg_publishers,bgg_rank,bgg_average_rating,bgg_bayes_average,bgg_users_rated,bgg_weight,bgg_owned
keski.2477069,Touché,,2017,2017,2017.,fin; swe; nor; dan; eng; isl; nld; fra; pol; rus,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic games,,lautapelit; lastenpelit; pelit,,,,1 lautapeli (useita osia kotelossa),5709,Touché,Touché; Touché: Fullträff; 투셰,1979,"Players are dealt a hand of cards from a standard double deck including four jokers. The board depicts card images&mdash;two of each&mdash;and some wild spaces distributed in a cross pattern. A turn consists of playing a card and placing a marker of your color on one of the corresponding spaces on the game board.&#10;&#10;The object is to claim spaces which form certain patterns (boxes, lines, crosses, tees). When one of these patterns is formed, you cap off your pieces with black markers to sho...",2,6,30,8,Card Game; Territory Building,Matching; Pattern Building; Square Grid,(Uncredited); Wayne Bobette,Alary Games; Cadaco; Jumbo; Kärnan; N.W. Damm & Søn (Damm); Nelospelit; Parker Brothers; Piatnik; Saenggak Plus Edu; Tactic; Wayne Bobbette Enterprises,25254,5.54463,5.49472,430,1.3846,857
keski.3365378,Classic Games 6 in 1.,,2023,2023,[2023],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Toyrock,,lautapelit; pelit; strategiapelit; brädspel; spel; strategispel,,,,7 peliä (useita osia kotelossa) + 1 sääntövihko (18 sivua) kotelo 28 x 28 x 4 cm,,,,,,,,,,,,,,,,,,,
keski.2856534,Kingdomino,,2017,2017,2017.,fin; swe,,"{'primary': {'Cathala, Bruno': {'role': ['-']}, 'Bouquet, Cyril': {'role': ['-']}}, 'secondary': {'Cathala, Bruno, designer': {'role': ['designer']}, 'Bouquet, Cyril, kuvittaja': {'role': ['kuvittaja']}, 'Cathala, Bruno, suunnittelija': {'role': ['suunnittelija']}}, 'corporate': []}",Lautapelit.fi [jakaja],,lautapelit; lastenpelit; pelit; fantasiapelit; strategiapelit,['nuoret'],,,1 lautapeli (useita osia kotelossa),204583,Kingdomino,Kingdomino; K-Domino'Z; Kingdomino XXL; Kingdomino: Expo 2020; Kingdomino: Ένα Ντόμινο για το Βασιλιά; Kingdomino. Доміношне Королівство; Доміношне Королівство; Кингдомино; Лоскутное Королевство; Поскутное Королевство; קינגדומינו; キングドミノ; 多米諾王國; 킹도미노,2016,"In Kingdomino, you are a lord seeking new lands in which to expand your kingdom. You must explore all the lands, including wheat fields, lakes, and mountains, in order to spot the best plots, while competing with other lords to acquire them first.&#10;&#10;The game uses tiles with two sections, similar to Dominoes. Each turn, each player will select a new domino to connect to their existing kingdom, making sure at least one of its sides connects to a matching terrain type already in play. The or...",2,4,25,8,Abstract Strategy; Medieval; Puzzle; Territory Building,Enclosure; Open Drafting; Tile Placement; Turn Order: Claim Action,Bruno Cathala,"Blue Orange (EU); Blue Orange Games; (Unknown); Buró; Coiledspring Games; Fantasmagoria; Feelindigo; FoxGames; FoxMind Israel; Games Factory Publishing; Gém Klub Kft.; Ghenos Games; Le Grand Massif; Happy Baobab; KADABRA; Kaissa Chess & Games; Lautapelit.fi; Lifestyle Boardgames Ltd; MEBO Games; MINDOK; MIPL; Oliphante; PaperGames (III); Pegasus Spiele; Pridemage Games; Swan Panasia Co., Ltd.; テンデイズゲームズ (TendaysGames); White Goblin Games",314,7.29593,7.17755,50740,1.2314,86664
keski.2861297,Manila,,2016,2016,[2016].,fin; swe; dan; nor,,"{'primary': {'Delonge, Franz-Benno': {'role': ['-']}, 'Boden, Victor': {'role': ['-']}}, 'secondary': {'Delonge, Franz-Benno, designer': {'role': ['designer']}, 'Boden, Victor, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Marektoy,,lautapelit; strategiapelit; pelit,['nuoret']; ['kauppa']; ['keinottelu'],,,1 lautapeli (useita osia kotelossa),447483,Manila,Manila,2026,"In the strategy game Manila, you explore the Philippine archipelago, cultivate fields, establish trading posts and factories, and seek influence in Manila &mdash; all while preparing for typhoons.&#10;&#10;The game combines popular mechanisms from Amerigo with a novel action selection system and dice tower that creates excitement, strategy, and moments of surprise. The game plays over three rounds, with each round consisting of seven turns per players, then ends with an additional bonus round.&#...",2,4,120,14,City Building; Economic; Environmental; Exploration; Territory Building,Action Drafting; Area Majority / Influence; Cube Tower; Grid Movement; Movement Points; Open Drafting; Rondel; Tile Placement,Stefan Feld,Queen Games,,3,0,4,0,17
keski.3394516,5 up,,2023,2023,[2023],eng,,"{'primary': [], 'secondary': [], 'corporate': []}",Peliko/Martinex,,pelit; seurapelit; noppapelit,,,Ikäsuositus: yli 8-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti (taitettuna),421084,5 Up,5 Up,2024,"UNIQUE DICE GAME: Up the stakes at your next game night with 5 Up from TOMY Games. Victory is just a dice throw away in this risky 2 to 4 player game that has players race to get rid of all their tokens by landing the dice on the coveted 5 Up side.&#10;&#10;PUSH YOUR LUCK: Unzip and unfold the pouch to reveal the game mat. Each player starts with 10 tokens. Roll the dice and whatever number you get, place a token on the corresponding number on the mat. If you roll a 5 Up, you get to discard a to...",2,4,30,0,Dice,Dice Rolling; Push Your Luck,,Tomy; Peliko Oy,,6.6,0,10,1,30
keski.3371322,Tangle Town,,2022,2022,[2022],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Peliko/Martinex,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 8-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 32 x 27 x 6 cm + 1 sääntövihko (16 sivua),402697,Tangle Town,Tangle Town,2022,"An active and energetic game where you move the car with your finger to accomplish food delivery goals! Don&rsquo;t take your finger off the car, do not topple the clock tower or move the car from the board.  Gather as many points as possible to win the game!&#10;&#10;All players work for Tangle Dash, in a highly competitive work environment where the best courier is declared the employee of the month! To win, collect the most points by completing food orders, without toppling the City Hall cloc...",2,6,20,8,Action / Dexterity,Cooperative Game; Point to Point Movement,,Peliko Oy,,0,0,0,0,1
keski.3333495,Ok boomer! : aikuiset vs. nuoriso -tietokilpailu,,2023,2023,[2023],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Goliath,,pelit; seurapelit,,,Ikäsuositus: yli 14-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntövihko (4 sivua),,,,,,,,,,,,,,,,,,,
keski.3287011,Pose off,,2021,2021,[2021],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Amo,,pelit,,,Ikäsuositus: yli 4-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.3274681,Merten hurjapäät : pedagoginen peli 4-9 -vuotiaille,,2023,2023,[2023],fin,,"{'primary': {'Österberg, Anne': {'role': ['-']}, 'Kuusela, Nina': {'role': ['-']}}, 'secondary': {'Österberg, Anne, designer': {'role': ['designer']}, 'Kuusela, Nina, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",PS-kustannus,,pelit; lautapelit; lastenpelit; oppimispelit,,,Ikäsuositus: 4-9 -vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (15 sivua),,,,,,,,,,,,,,,,,,,
keski.3274692,"Leikkien Liikuntaleikkipussi II : liikkuen, leikkien ja lorutellen!",,2016,2016,[2016],fin,,"{'primary': {'Silván-Väliharju, Marika': {'role': ['kirjoittaja']}, 'Väliharju, Venla': {'role': ['-']}, 'Väliharju, Vilma': {'role': ['-']}, 'Pennanen, Kaisa': {'role': ['-']}}, 'secondary': {'Pennanen, Kaisa, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Leikkien,,pelit; lastenpelit,['leikit']; ['liikuntaleikit']; ['lorut'],,Ikäsuositus: yli 18 kk ikäisille.,1 peli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3224229,Smart farmer,,2018,2018,[2018],fin,,"{'primary': {'Peeters, Raf': {'role': ['-']}}, 'secondary': {'Peeters, Raf, designer': {'role': ['designer']}}, 'corporate': []}",Smart Games,,lautapelit,,,Ikäsuositus: yli 4-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 liite (80 sivua),,,,,,,,,,,,,,,,,,,
keski.3224223,Colour code,,2008,2008,[2008],fin,,"{'primary': {'Burm, Kris': {'role': ['-']}}, 'secondary': {'Burm, Kris, designer': {'role': ['designer']}}, 'corporate': []}",Smart Games,,pelit,,,Ikäsuositus: yli 5-vuotiaille.,"1 peli (useita osia kotelossa) + 1 taitelehti, 1 liite (124 sivua)",,,,,,,,,,,,,,,,,,,
keski.3224228,Shooting stars,,2019,2019,[2019],fin,,"{'primary': {'Peeters, Raf': {'role': ['-']}}, 'secondary': {'Peeters, Raf, designer': {'role': ['designer']}}, 'corporate': []}",Smart Games,,lautapelit,,,Ikäsuositus: yli 6-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 liite (104 sivua),447691,Shooting Stars,Shooting Stars,2024,"Shooting Stars is a real-time speed game in which you have to find the highest scoring meteors from a complex route of meteors as quickly as possible. If there is a star in the middle of the route, the score will increase. If there is a meteor in the middle of the route, the route is eliminated. If you select the highest scoring meteor, you get 1 point, and if you get 5 points, you win the game. Or, the player who scores the most points when the deck runs out wins.&#10;&#10;&#232;&#164;&#135;&#2...",2,7,15,8,Card Game; Maze; Real-time,Pattern Recognition; Real-Time; Speed Matching,佐藤 雄介 (Yusuke Sato),新ボードゲーム党 (New Board Game Party),,0,0,0,0,0
keski.3173733,iKnow 2.0 : matkapeli,I know 2.0,2021,2021,[2021],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 12-vuotiaille.,1 pelilauta (useita osia kotelossa) + 1 sääntövihko (4 sivua),,,,,,,,,,,,,,,,,,,
keski.2776618,Koodauspläjäys :hauskoja päättelytehtäviä,,2016,2016,2016,fin,,"{'primary': {'Paananen, Juha': {'role': ['kirjoittaja']}, 'Hiltunen, Mikko': {'role': ['-']}, 'Granroth, Ville': {'role': ['-']}}, 'secondary': {'Hiltunen, Mikko , graafikko': {'role': [' graafikko']}, 'Granroth, Ville , graafikko': {'role': ['-']}}, 'corporate': []}",Sanoma Pro,,lautapelit; lastenpelit; pelit,,,,50 korttia +tussi +liina,,,,,,,,,,,,,,,,,,,
keski.3381979,Eclipse : second dawn for the galaxy,,2020,2020,[2020],eng,,"{'primary': {'Tahkokallio, Touko': {'role': ['-']}, 'Kasanen, Jere': {'role': ['-']}, 'Sikiö, Sampo': {'role': ['-']}}, 'secondary': {'Tahkokallio, Touko, designer': {'role': ['designer']}, 'Kasanen, Jere, graafinen suunnittelija': {'role': ['graafinen suunnittelija']}, 'Sikiö, Sampo, graafinen suunnittelija': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi,,pelit; lautapelit; strategiapelit,['avaruus']; ['avaruusalukset']; ['galaksit']; ['taistelut']; ['valloitus']; ['diplomatia'],,Ikäsuositus: yli 14-vuotiaille.,"1 lautapeli (useita osia kotelossa) ; 32 x 46 x 15 cm + 1 sääntövihko (32 sivua), 1 arkki",,,,,,,,,,,,,,,,,,,
keski.2682921,Suuri avaruuspako,,2015,2015,[2015].,fin,,"{'primary': {'Sorsakivi, Petri': {'role': ['-']}, 'Paavola, Maija': {'role': ['-']}, 'May, Yasmin': {'role': ['-']}, 'Katajalaakso, Mari': {'role': ['-']}}, 'secondary': {'Sorsakivi, Petri, kuvittaja': {'role': ['kuvittaja']}, 'Paavola, Maija, kuvittaja': {'role': ['-']}, 'May, Yasmin, kuvittaja': {'role': ['-']}, 'Katajalaakso, Mari, kuvittaja': {'role': ['-']}}, 'corporate': []}",Helsingin kaupunginkirjasto,,pelit; lautapelit,['raketit']; ['avaruusalukset']; ['rakentaminen']; ['kauppa']; ['resurssit']; ['tuotanto']; ['maailmanloppu'],,,1 lautapeli (useita osia kotelossa),178938,Suuri avaruuspako,Suuri avaruuspako,2015,"It is near future, the energy sources and drinking water have almost depleted from earth and the apocalypse is closing in. And it is closing fast. Humanity's last hope is to escape to space stations, in which there ain't enough room for everybody.&#10;&#10;Players represent different nations with different leaders, all having different powers. Their goal is to build a working rocket and launch it to space before everybody else. The requirements for the working rocket change every game, and are o...",2,5,90,8,Economic; Negotiation; Science Fiction,Auction / Bidding; Trading; Variable Player Powers; Voting,(Uncredited),(Self-Published),,4.55926,0,27,2,30
keski.3128847,Faces,,2020,2020,[2020],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 12-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntölehti,17705,Faces,Faces; Arcok,2003,"Description stolen from an excellent review by Blott&#10;&#10;Each player gets a pawn and places it on the start space of the score-track, and takes their set of number cards. The game is divided up into 2 separate rounds.&#10;&#10;In the first round, each player takes turns being the judge. The faces-line-up board is filled with 6 male faces. Then the judge reads an impressions card aloud. It will say something like &quot;The Republican&quot; or &quot;The one who just ate something sour.&quot; ...",3,8,30,10,Party Game,Player Judge; Voting,A. B. J. Lawson,Buffalo Games; Piatnik; Tactic,11973,5.99287,5.55619,314,1.1053,501
keski.3371321,Stupid deaths : mustan huumorin lautapeli,,2024,2024,[2024],fin,,"{'primary': {'Fantastic Factory': {'role': ['designer']}}, 'secondary': [], 'corporate': {'Fantastic Factory, designer': {'role': ['designer']}}}",Tactic Games,,pelit; lautapelit; seurapelit,,,Ikäsuositus: yli 12-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.2938433,Stone age : kivikausi = stenåldern = steinalderen = stenalderen,Kivikausi; Stenåldern; Steinalderen; Stenalderen,2016,2016,[2016],fin; nor; swe; dan,ger,"{'primary': {'Tummelhofer, Michael': {'role': ['-']}, 'Menzel, Michael': {'role': ['-']}}, 'secondary': {'Tummelhofer, Michael, designer': {'role': ['designer']}, 'Menzel, Michael, kuvittaja': {'role': ['kuvittaja']}, 'Brunnhoferin, Bernd': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi Oy,,pelit; lautapelit,['kivikausi']; ['kylät']; ['resurssit']; ['rakentaminen']; ['noppapelit'],,Ikäsuositus: Yli 8-vuotiaat.,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3215391,Opetellaan lukemaan,,2022,2022,[2022],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; lastenpelit; kaksinpelit; kolminpelit; nelinpelit; oppimispelit,['lukeminen'],,Ikäsuositus 5-8-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
keski.2969472,Smart 10 junior,,2018,2018,[2018],fin,,"{'primary': {'Steinwender, Arno': {'role': ['-']}, 'Reiser, Christoph': {'role': ['-']}}, 'secondary': {'Steinwender, Arno, designer': {'role': ['designer']}, 'Reiser, Christoph, designer': {'role': ['-']}}, 'corporate': []}",Martinex,,lautapelit; pelit; perhepelit,['tietokilpailut']; ['visailukysymykset'],,Ikäsuositus 7+.,1 lautapeli + 1 sääntövihko kotelo 25 x 25 x 6 cm,,,,,,,,,,,,,,,,,,,
keski.2743135,Noa,,2016,2016,2016.,fin; swe; dan; nor,,"{'primary': {'Zur Linde, Ralf': {'role': ['-']}, 'Sentker, Wolfgang': {'role': ['-']}, 'Jung, Alexander': {'role': ['-']}, 'Westerholm, Oskari': {'role': ['-']}}, 'secondary': {'Zur Linde, Ralf, designer': {'role': ['designer']}, 'Sentker, Wolfgang, suunnittelija': {'role': ['suunnittelija']}, 'Jung, Alexander, kuvittaja': {'role': ['kuvittaja']}, 'Westerholm, Oskari, kääntäjä': {'role': ['kääntäjä']}}, 'corporate': []}",Lautapelit.fi,,lautapelit; lastenpelit; pelit,,,,1 lautapeli (useita osia kotelossa),191572,Animals on Board,Animals on Board; Állatok a fedélzeten; Animal à bord; Animale la Bord; Animales a Bordo; De Ark is Vol!; Noa; Zvířata na palubě; Zwierzaki na pokład; 諾亞鬧方舟; 방주에 탈 동물들,2016,"The accessible and clever game Animals on Board features a two-tiered cardboard ark that will hold each player's animal tiles. At the start of the game, each player draws three animal tiles, chooses one of these tiles, and places it on a bracket of his ark without showing it to the other players.&#10;&#10;The leftover animals that players initially drew begin forming what will become a single animal collective in the center of the table. The total number of animals in the collective is based on ...",2,4,30,8,Animals,"I Cut, You Choose; Set Collection",Wolfgang Sentker; Ralf zur Linde,"999 Games; Albi; Ediciones MasQueOca; eggertspiele; G3; Korea Boardgames; Lautapelit.fi; Ludicus Games; Matagot; Pegasus Spiele; Piatnik; Stronghold Games; Swan Panasia Co., Ltd.",3013,6.52342,6.00719,2236,1.5152,3016
keski.2704534,Village,,2015,2015,[2015].,fin; swe,,"{'primary': {'Brand, Inka': {'role': ['-']}, 'Brand, Markus': {'role': ['-']}, 'Lohausen, Dennis': {'role': ['-']}}, 'secondary': {'Brand, Markus, suunnittelija': {'role': ['suunnittelija']}, 'Lohausen, Dennis, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Lautapelit.fi,,pelit; lautapelit,['nuoret']; ['kylät']; ['yhteisöt'],,,1 lautapeli (useita osia kotelossa),104006,Village,Village; Descendance; Het Dorp; Kronika panství; Pokolenia; La Villa; Village: Cronica generațiilor; Village: La Vita è un Gioco; Village: Nemzedékek játéka; Village: Ο Κύκλος της Ζωής; Летопись; Селище; 村の人生; 村莊,2011,"Life in the village is hard &ndash; but life here also allows the inhabitants to grow and prosper as they please. One villager might want to become a friar. Another might feel ambitious and strive for a career in public office. A third one might want to seek his luck in distant lands.&#10;&#10;Each player will take the reins of a family and have them find fame and glory in many different ways. There is one thing you must not forget, however: Time will not stop for anyone and with time people wil...",2,4,90,12,Economic; Farming; Medieval,"Area Majority / Influence; Contracts; Set Collection; Turn Order: Claim Action; Worker Placement; Worker Placement, Different Worker Types",Inka Brand; Markus Brand,"eggertspiele; 999 Games; Albi; Delta Vision Publishing; Fantasmagoria; Fire on Board Jogos; Gigamic; hobbity.eu; Hobby Japan; KADABRA; Kaissa Chess & Games; Lautapelit.fi; Ludicus Games; Ludonova; Pegasus Spiele; Plan B Games; Stronghold Games; Swan Panasia Co., Ltd.; Tasty Minstrel Games; uplay.it edizioni; Zvezda",238,7.48682,7.28945,24011,3.0612,30834
keski.2612211,Peikkopolku = Troll trail,Troll trail,2014,2014,[2014].,fin; swe; dan; nor,,"{'primary': {'Manola, Gina': {'role': ['-']}, 'Matthaus, Doris': {'role': ['-']}}, 'secondary': {'Manola, Gina, suunnittelija': {'role': ['suunnittelija']}, 'Matthaus, Doris, kuvaaja': {'role': ['kuvaaja']}}, 'corporate': []}",Lautapelit.fi,,lautapelit; lastenpelit; pelit,,,,1 lautapeli (useita osia kotelossa),153002,Koboldbande,Koboldbande; Koboldbanda: Ceata de spiriduși – Dračí poklad; Peikkopolku; Rock & Troll; Smoczy skarb; Le Trésor des Lutins; Troll Trail,2014,"It's a race for the treasure in Koboldbande, with the player kobolds working together to create a path to the treasure before the dragon can get its talons into the chest first.&#10;&#10;Before the game begins, players seed the 6x8 game board with four keys and a candy tile by rolling two dice &mdash; one color, and another symbol &mdash; and placing the tiles on the appropriate locations on the game board. Shuffle the 27 path tiles and 10 dragon tiles together.&#10;&#10;On a turn, a player draw...",2,4,20,4,Children's Game; Fantasy; Maze,Cooperative Game; Network and Route Building; Tile Placement,Gina Manola,AMIGO; G3; Gigamic; Lautapelit.fi; Piatnik,11555,6.38085,5.56064,164,1,365
keski.2695941,Labyrinth : junior,,2008,2008,cop.2008.,fin; swe; dan; nor,,"{'primary': {'Kobbert, Max J.': {'role': ['-']}, 'Krause, Joachim': {'role': ['-']}}, 'secondary': {'Krause, Joachim, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Ravensburger,,pelit; lautapelit; strategiapelit; lastenpelit,['labyrintit']; ['aarteet'],,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3146429,Second chance,,2020,2020,2020.,fin; swe; nor; dan,,"{'primary': {'Rosenberg, Uwe': {'role': ['-']}, 'Nortje, Justine': {'role': ['-']}}, 'secondary': {'Rosenberg, Uwe, designer': {'role': ['designer']}, 'Nortje, Justine, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Lautapelit.fi,,pelit; älykkyyspelit,['päättely'],,Ikäsuositus: yli 8-vuotiaille.,1 pulmapeli (useita osia kotelossa) + 4 sääntöarkkia,265683,Second Chance,Second Chance; Druhá Šance; Második esély; Seconda Chance,2019,"In Second Chance, each player starts with a 9&times;9 grid that they want to fill as completely as possible. To begin the game, everyone receives a different card with a starting tile and marks off its spaces on their grid.&#10;&#10;Every turn, two puzzle tile cards are revealed, and each player chooses one of them, then marks off squares on their personal grid that match the shape of the image shown on their chosen card. Multiple players can choose the same card. If a player cannot fit either r...",1,6,15,8,Card Game,Grid Coverage; Paper-and-Pencil; Player Elimination,Uwe Rosenberg,Edition Spielwiese; Act in games; Compaya.hu: Gamer Café Kft.; Lautapelit.fi; MS Edizioni; Pegasus Spiele; SD Games; Stronghold Games; TLAMA games; White Goblin Games,2795,6.64901,6.05155,2264,1.1522,3953
keski.2692463,Taru sormusten herrasta,,2001,2001,2001,fin,eng,"{'primary': {'Knizia, Reiner': {'role': ['-']}, 'Howe, John': {'role': ['-']}}, 'secondary': {'Howe, John kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Nelostuote,,lautapelit,"['Tolkien, J. R. R.', 'Lord of the rings']; ['fantasiapelit']; ['seikkailu']; ['yhteistyöpelit']; ['Keski-Maa']",,,1 lautapeli,823,The Lord of the Rings,The Lord of the Rings; Gospodar prstanov; A gyűrűk ura; Der Herr der Ringe; Hringadróttinsspilið; In de Ban van de Ring; Lord of the Rings; The Lord of the Rings: Anniversary Edition; Ringenes Herre; Sagan om ringen; Le Seigneur des Anneaux; El Señor de los Anillos; Señor de los Anillos; Il Signore Degli Anelli; Taru Sormusten Herrasta; Władca Pierścieni; Ο Άρχοντας των Δαχτυλιδιών; Властелин колец; 魔戒合作版,2000,"The Lord of the Rings is a co-operative game in which the object is to destroy the Ring while surviving the corrupting influence of Sauron. Each player plays one of the Hobbits in the fellowship, each of which has a unique power.&#10;&#10;Over the course of the game, you make your way across four conflict game boards, representing some of the most memorable conflicts from the entire trilogy: Moria, Helm's Deep, Shelob's Lair, and Mordor. Each conflict board tests your small Fellowship to the utm...",2,5,90,12,Adventure; Fantasy; Novel-based,Cooperative Game; Dice Rolling; Hand Management; Player Elimination; Set Collection; Variable Player Powers,Reiner Knizia,Fantasy Flight Games; 999 Games; Alga; Bard Centrum Gier; Devir; Edge Entertainment; Editrice Giochi; Fjölvaútgáfan; Hasbro; Hobby World; Kaissa Chess & Games; KOSMOS; Laser plus; Parker Brothers; Sophisticated Games; Stratelibri; Tactic; Tilsit; Wizards of the Coast,1174,6.73462,6.54461,16087,2.5322,27703
keski.2556207,The original Rummikub : brings people together,Rummikub; Classic,2012,2012,[2012]; [2016].,fin; swe; dan; nor,,"{'primary': [], 'secondary': [], 'corporate': []}","Norstar, Bergsala Enigma",,pelit; lautapelit,,,,1 lautapeli (useita osia kotelossa),811,Rummikub,Rummikub; Challenge Rummy; Classic Rummy; Deluxe Rummikub; Deluxe Rummy-O; Digital Game; Disney Rummikub; Family Rummy; Gin Rummi Qube; Het Huis Anubis: Ris Ras +; Mini Rummy; Mini-Rummy; Miniature Rummikub; My Rummy; My Rummy Travel; Original Rummikub; The Original Rummikub; The Original Rummikub Classic; Original Rummikub Classic mit Cassette; The Original Rummikub Intro; Original Rummikub Klassik; Het originele Rummikub; Pocket Rummikub; Rack Rummy; Reise Rummikub; Reise Rummy; Rommi; Rum-E-Go; Rumi K; Rumi-K; Rummi Clasic; The Rummi Game; Rummi-Q; Rummika; Rummikid; Rummiking; Rummikub Classique; Rummikub Club; Rummikub Deluxe; Rummikub Easy Pack; Rummikub Graffiti; Rummikub Infinity; Rummikub Kompakt; Rummikub Light; Rummikub MINI; Rummikub Mundo; Rummikub Mundo: 經典版; Rummikub NGT; Rummikub Novo; Rummikub Onyx; Rummikub Pocket; Rummikub Select; Rummikub Travel; Rummikub Voyage; Rummikub XXL; Rummikub: Infinity; Rummikub: le rami des chiffres; Rummy; Rummy Champion; Rummy De Luxe; Rummy Exclusiv; Rummy Joke; Rummy Junior; Rummy King; Rummy mit Spielsteinen; Rummy Profesional; Rummy Squares; Rummy-Club; Rummy-Cue; Rummy-Gin; Rummy-Jack; Rummy-O; Rummy-O II; Rummy-Tyle; Rummybrix; Rumy; Rumypok; Super Rummy; Super X-age Rummy; Top-Rummy; Tournament Rummikub; Travel Rummy; Travel Rummy-o; Руммикуб; Руммикуб. Без границ; Руммикуб. Без границ (мини); Руммікуб; רומיקוב; รัมมี่คิวบ์; ラミィキューブ; 拉密：豪华版; 루미큐브 보이저; 루미큐브 클래식; 루미큐브 클래식 미니,1977,"Rummikub is similar to several central European card games which are played with two decks of playing cards, including Machiavelli and Vatikan. Ephraim Hertzano invented the tile game Rummikub in the 1940s when card-playing was outlawed under the Communist regime. After World War II, Hertzano immigrated to British Mandate of Palestine (now Israel) and developed the first sets with his family. Over the years, the Hertzano family licensed it to other countries and Rummikub became Israel's best-sel...",2,4,60,8,Abstract Strategy; Card Game; Number,Set Collection; Tile Placement,Ephraim Hertzano,"(Unknown); Alga; Aquamarine Games (COMPUDID); Arxon; Bello Games New York, Inc.; BGA Plus; Boardgame Space; Bookmark Verlag; Brain Games Germany; Brio AB; Broadway Toys LTD; Cadaco; Cardinal; Carlit; Casper; Cayro, The Games; CBS Electronics; Clementoni; Coneways; Crown & Andrews Ltd.; Dal Negro; danspil; Desyllas Games; Dujardin; Enigma (Bergsala Enigma); Espenlaub; F.X. Schmid; Falomir Juegos; Fame Products; Feelindigo; Fjarðarfell; Fortuna Games; Fotorama de México; Fun Connection; Game Design; Goliath Games; Grow Jogos e Brinquedos; H. I. T. INDUSTRIES, LTD.; Hansa Toy Co.; Hasbro; HEMA; Hertzano Ltd.; Ideal; Intelli; IRWIN Games; John Adams (IDEAL); Joker; Jumbo; Kaissa Chess & Games; Kärnan; Kawada, Co. Ltd; Kingstone International; Kirjalito; Kod Kod; Korea Boardgames; Lamda Limited; Lastentuotetukku KY; Lemada Light Industries; Lifestyle Boardgames Ltd; Lifetime Educational Games; M & G Pacific Toys, Inc; Mar Lúdico; Masudaya Corp; MB Jeux; MB Juegos; Nordic Games GmbH; Noris Spiele; One Moment Games; Orangutan Games; Otto Maier Verlag; Parker Brothers; Pavilion; Peri Spiele; Perner Produktions GmbH; Piatnik; Playtoy Industries; Pressman Toy Corp.; Ravensburger; Schmidt International; Schmidt Spiele; Selchow & Righter; Selecta Spel en Hobby; Shelbud Products Corp.; Spear's Games; Spin Master Ltd.; Sterling Games; Studio100; Sundry Products; Tactic; TM Toys; TOMA Sp. z o.o.; Tomy; Toy Club; Toy Place; University Games; Waddingtons; Weico Produkte GmbH; Western Publishing Company; Wood Expressions; Yangxin Industrial Company Limited; 놀이속의세상",1734,6.50189,6.31526,20461,1.7115,45366
